m_slr,m_ne,cross,error
561,95,5.166e-05,7.141e-08
562,100,5.138e-05,6.833e-08
562,134,5.122e-05,7.545e-08
562,180,5.104e-05,7.087e-08
562,227,5.08e-05,6.954e-08
562,280,5.025e-05,7.587e-08
562,316,4.972e-05,6.644e-08
562,39,5.149e-05,7.16e-08
562,50,5.143e-05,7.394e-08
562,57,5.142e-05,6.911e-08
562,75,5.131e-05,7.771e-08
562,78,5.145e-05,6.647e-08
562,95,5.135e-05,7.245e-08
562,99,5.144e-05,7.207e-08
563,100,5.1e-05,7.557e-08
563,102,5.109e-05,6.825e-08
563,175,5.081e-05,6.928e-08
563,20,5.113e-05,7.329e-08
563,22,5.123e-05,7.11e-08
563,31,5.11e-05,6.871e-08
563,326,4.922e-05,6.217e-08
563,33,5.112e-05,6.046e-08
563,42,5.117e-05,7.666e-08
563,73,5.099e-05,6.437e-08
563,86,5.099e-05,6.634e-08
563,89,5.109e-05,6.271e-08
563,94,5.1e-05,7.78e-08
563,95,5.104e-05,6.997e-08
564,104,5.055e-05,6.87e-08
564,248,5.003e-05,7.09e-08
564,249,4.995e-05,8.156e-08
564,280,4.965e-05,7.395e-08
564,336,4.873e-05,7.254e-08
564,47,5.082e-05,7.348e-08
564,58,5.085e-05,7.702e-08
564,65,5.078e-05,7.921e-08
564,66,5.057e-05,7.053e-08
565,104,5.03e-05,7.902e-08
565,264,4.958e-05,6.993e-08
565,299,4.923e-05,7.245e-08
566,134,4.997e-05,6.581e-08
566,168,0.0002146,2.865e-07
566,179,4.987e-05,6.892e-08
566,192,4.988e-05,7.68e-08
566,28,5.015e-05,9.391e-08
566,298,4.875e-05,7.54e-08
566,322,4.854e-05,7.315e-08
566,337,4.801e-05,6.851e-08
566,340,4.808e-05,6.731e-08
566,72,5.018e-05,6.559e-08
566,98,5.005e-05,7.125e-08
567,120,4.968e-05,6.78e-08
567,45,4.997e-05,7.22e-08
567,48,4.983e-05,6.638e-08
567,73,4.985e-05,6.401e-08
567,83,4.976e-05,6.858e-08
568,102,4.943e-05,7.291e-08
568,151,4.937e-05,7.156e-08
568,19,4.956e-05,7.396e-08
568,206,4.908e-05,5.633e-08
568,25,4.966e-05,6.664e-08
568,252,4.871e-05,6.307e-08
568,285,4.835e-05,6.791e-08
568,316,4.801e-05,6.09e-08
568,34,4.958e-05,6.6e-08
568,36,4.945e-05,7.069e-08
568,59,4.952e-05,6.625e-08
569,10,4.922e-05,6.972e-08
569,172,4.891e-05,7.68e-08
569,19,4.926e-05,7.143e-08
569,204,4.874e-05,6.963e-08
569,258,4.845e-05,6.518e-08
569,28,4.921e-05,7.542e-08
569,290,4.806e-05,6.744e-08
569,64,4.931e-05,6.923e-08
569,68,4.925e-05,6.89e-08
570,250,4.811e-05,6.795e-08
570,255,4.815e-05,8.249e-08
570,264,4.795e-05,6.273e-08
570,29,4.903e-05,7.149e-08
570,296,4.771e-05,6.448e-08
570,317,4.737e-05,6.626e-08
570,321,4.737e-05,6.549e-08
570,60,4.895e-05,5.237e-08
570,74,4.893e-05,6.449e-08
570,93,4.891e-05,7.565e-08
571,101,4.857e-05,6.085e-08
571,104,4.856e-05,6.65e-08
571,12,4.869e-05,8.722e-08
571,137,4.845e-05,6.946e-08
571,138,4.85e-05,7.479e-08
571,142,4.838e-05,6.822e-08
571,161,4.834e-05,7.084e-08
571,208,4.81e-05,6.606e-08
571,249,4.782e-05,6.551e-08
571,253,4.785e-05,6.731e-08
571,281,4.764e-05,6.703e-08
571,291,4.742e-05,6.525e-08
571,335,4.677e-05,7.009e-08
571,338,4.668e-05,6.367e-08
571,98,4.853e-05,6.956e-08
572,11,4.827e-05,6.71e-08
572,114,4.814e-05,6.831e-08
572,129,4.825e-05,6.496e-08
572,138,4.819e-05,8.167e-08
572,151,4.811e-05,7.791e-08
572,195,4.808e-05,6.747e-08
572,234,4.769e-05,6.608e-08
572,281,4.731e-05,6.307e-08
572,42,6.867e-05,9.367e-08
572,54,4.842e-05,6.472e-08
572,71,4.823e-05,7.472e-08
572,78,4.832e-05,8.454e-08
573,104,4.787e-05,7.048e-08
573,147,4.774e-05,6.297e-08
573,16,4.802e-05,7.017e-08
573,225,4.743e-05,7.323e-08
573,230,4.747e-05,7.354e-08
573,273,4.713e-05,6.192e-08
573,60,4.804e-05,6.382e-08
573,83,4.797e-05,6.655e-08
574,104,4.763e-05,6.653e-08
574,106,4.757e-05,7.116e-08
574,232,4.704e-05,8.36e-08
574,312,4.629e-05,6.631e-08
574,82,4.773e-05,5.808e-08
575,244,4.676e-05,6.065e-08
575,250,4.668e-05,6.956e-08
575,33,4.75e-05,6.863e-08
575,341,4.547e-05,6.257e-08
575,36,4.742e-05,6.785e-08
575,45,4.749e-05,7.664e-08
575,65,4.746e-05,7.442e-08
576,10,4.715e-05,6.824e-08
576,137,4.699e-05,7.794e-08
576,149,4.693e-05,5.723e-08
576,151,4.701e-05,6.747e-08
576,182,4.687e-05,5.633e-08
576,183,4.685e-05,6.66e-08
576,213,4.659e-05,6.342e-08
576,216,4.662e-05,5.999e-08
576,225,4.656e-05,6.781e-08
576,226,4.666e-05,6.821e-08
576,281,4.613e-05,5.943e-08
576,287,4.616e-05,6.62e-08
576,302,4.587e-05,6.637e-08
576,38,4.713e-05,6.797e-08
576,72,4.71e-05,6.454e-08
577,107,4.685e-05,6.566e-08
577,167,4.654e-05,6.149e-08
577,17,4.69e-05,7.85e-08
577,196,4.66e-05,6.345e-08
577,217,4.639e-05,6.706e-08
577,239,4.622e-05,6.068e-08
577,251,4.618e-05,6.808e-08
577,294,4.568e-05,6.54e-08
577,62,4.689e-05,5.705e-08
577,80,4.676e-05,6.974e-08
578,100,4.656e-05,6.398e-08
578,156,4.641e-05,6.544e-08
578,16,4.661e-05,5.848e-08
578,185,4.627e-05,6.213e-08
578,195,4.625e-05,5.92e-08
578,268,4.571e-05,6.971e-08
578,331,4.487e-05,7.006e-08
578,70,4.658e-05,6.615e-08
578,83,4.658e-05,6.541e-08
579,109,4.624e-05,6.756e-08
579,120,4.621e-05,7.256e-08
579,322,4.475e-05,6.41e-08
579,328,4.47e-05,5.422e-08
579,82,4.636e-05,6.234e-08
579,96,4.629e-05,7.1e-08
580,103,4.595e-05,6.391e-08
580,106,4.601e-05,7.042e-08
580,133,4.588e-05,6.305e-08
580,197,4.562e-05,6.318e-08
580,198,4.558e-05,6.505e-08
580,201,4.563e-05,5.716e-08
580,23,4.607e-05,6.736e-08
580,272,4.515e-05,7.078e-08
580,300,4.484e-05,6.095e-08
580,341,4.422e-05,7.383e-08
580,62,4.603e-05,6.024e-08
580,65,4.604e-05,6.205e-08
581,11,4.578e-05,5.871e-08
581,23,4.582e-05,6.533e-08
581,254,4.501e-05,6.494e-08
581,277,4.487e-05,6.23e-08
581,283,4.478e-05,6.307e-08
581,295,4.459e-05,6.015e-08
581,67,4.582e-05,5.473e-08
581,69,4.574e-05,5.564e-08
581,81,4.572e-05,6.523e-08
582,103,4.533e-05,5.812e-08
582,116,4.534e-05,5.683e-08
582,149,4.538e-05,6.325e-08
582,159,4.522e-05,7.206e-08
582,175,4.518e-05,7.061e-08
582,204,4.511e-05,7.737e-08
582,24,4.541e-05,6.283e-08
582,252,4.479e-05,6.256e-08
582,267,4.466e-05,6.495e-08
582,277,4.455e-05,5.599e-08
582,302,4.426e-05,6.862e-08
582,49,0.000229,3.426e-07
583,11,4.523e-05,6.133e-08
583,127,4.507e-05,6.168e-08
583,15,4.519e-05,7.058e-08
583,26,4.516e-05,6.597e-08
583,39,4.516e-05,5.608e-08
583,43,4.526e-05,5.755e-08
583,89,4.518e-05,6.394e-08
584,10,4.491e-05,7.107e-08
584,121,4.481e-05,5.662e-08
584,156,4.475e-05,5.419e-08
584,204,4.455e-05,5.451e-08
584,31,4.505e-05,5.841e-08
584,326,4.345e-05,6.622e-08
584,90,4.485e-05,5.936e-08
585,109,0.0005512,7.507e-07
585,148,4.443e-05,6.671e-08
585,19,4.463e-05,6.307e-08
585,253,4.404e-05,5.895e-08
585,272,4.389e-05,6.075e-08
585,274,4.364e-05,6.1e-08
585,38,4.463e-05,6.656e-08
585,87,4.458e-05,6.473e-08
586,148,4.418e-05,6.511e-08
586,155,4.421e-05,6.184e-08
586,159,4.417e-05,5.52e-08
586,202,4.415e-05,6.992e-08
586,206,4.406e-05,6.507e-08
586,227,4.38e-05,5.949e-08
586,238,4.392e-05,7.389e-08
586,24,4.436e-05,5.429e-08
586,261,4.366e-05,5.941e-08
586,283,4.336e-05,6.592e-08
586,336,4.275e-05,6.863e-08
586,347,4.259e-05,4.821e-08
586,67,4.435e-05,7.471e-08
586,93,4.427e-05,5.882e-08
587,10,4.418e-05,5.562e-08
587,107,4.413e-05,5.94e-08
587,219,4.371e-05,6.594e-08
587,245,4.344e-05,6.248e-08
587,252,4.352e-05,5.544e-08
587,26,4.407e-05,6.175e-08
587,278,4.322e-05,5.767e-08
587,56,4.413e-05,6.105e-08
587,94,4.404e-05,5.901e-08
588,142,4.369e-05,7.237e-08
588,22,4.384e-05,6.366e-08
588,41,4.389e-05,6.137e-08
588,64,4.386e-05,6.085e-08
588,71,4.393e-05,6.567e-08
588,80,4.382e-05,5.962e-08
589,172,4.326e-05,5.809e-08
589,311,4.232e-05,6.633e-08
589,323,4.221e-05,5.75e-08
589,339,4.198e-05,5.834e-08
589,86,4.364e-05,5.937e-08
590,105,4.333e-05,6.123e-08
590,122,4.32e-05,6.032e-08
590,262,4.256e-05,5.565e-08
590,287,4.244e-05,6.225e-08
590,297,4.226e-05,7.129e-08
590,298,4.229e-05,6.27e-08
590,35,4.332e-05,6.228e-08
590,84,4.345e-05,6.456e-08
591,110,5.131e-05,7.18e-08
591,186,4.268e-05,5.722e-08
591,201,4.281e-05,6.542e-08
591,280,4.214e-05,6.346e-08
591,335,4.15e-05,5.769e-08
591,51,4.312e-05,6.299e-08
592,192,4.25e-05,6.667e-08
592,24,6.345e-05,5.591e-08
592,242,4.221e-05,5.964e-08
592,312,4.154e-05,5.647e-08
592,36,4.288e-05,6.062e-08
592,44,4.286e-05,5.346e-08
592,64,4.298e-05,6.226e-08
592,70,4.275e-05,5.521e-08
593,144,4.239e-05,4.855e-08
593,157,4.244e-05,5.673e-08
593,169,4.234e-05,6.02e-08
593,178,4.226e-05,6.285e-08
593,202,4.218e-05,6.197e-08
593,209,4.217e-05,5.742e-08
593,251,4.193e-05,6.324e-08
593,313,4.14e-05,5.09e-08
593,41,4.264e-05,6.147e-08
593,65,4.253e-05,5.456e-08
593,79,4.252e-05,5.838e-08
593,96,4.253e-05,5.128e-08
594,109,4.226e-05,5.611e-08
594,12,4.241e-05,5.866e-08
594,15,4.241e-05,6.274e-08
594,219,4.193e-05,6.787e-08
594,344,4.06e-05,6.189e-08
594,77,4.226e-05,6.786e-08
594,80,4.236e-05,5.878e-08
595,207,4.155e-05,6.784e-08
595,251,4.14e-05,6.456e-08
595,274,4.13e-05,5.986e-08
595,313,4.097e-05,5.743e-08
595,35,4.219e-05,5.481e-08
595,55,4.208e-05,5.896e-08
595,89,4.204e-05,5.939e-08
596,133,4.167e-05,5.416e-08
596,158,4.168e-05,6.789e-08
596,23,4.18e-05,6.021e-08
596,243,4.119e-05,5.454e-08
596,31,4.185e-05,5.695e-08
596,328,4.043e-05,5.414e-08
596,43,4.181e-05,5.507e-08
596,59,4.178e-05,6.056e-08
596,68,4.181e-05,5.526e-08
596,72,4.167e-05,6.391e-08
597,141,4.145e-05,5.621e-08
597,15,4.161e-05,5.469e-08
597,218,4.113e-05,5.8e-08
597,22,4.162e-05,6.106e-08
597,222,4.11e-05,6.011e-08
597,235,4.106e-05,5.597e-08
597,302,4.052e-05,6.343e-08
597,305,4.048e-05,7.102e-08
597,63,4.157e-05,6.024e-08
597,71,4.152e-05,6.669e-08
597,85,4.161e-05,5.685e-08
598,105,4.122e-05,5.763e-08
598,107,4.13e-05,6.352e-08
598,167,4.118e-05,6.632e-08
598,187,4.108e-05,5.528e-08
598,252,4.066e-05,5.576e-08
598,306,4.024e-05,5.846e-08
599,108,4.103e-05,5.795e-08
599,113,4.104e-05,5.028e-08
599,153,4.096e-05,5.043e-08
599,177,4.082e-05,5.578e-08
599,200,4.075e-05,5.226e-08
599,22,4.107e-05,5.76e-08
599,239,4.049e-05,5.392e-08
599,264,4.047e-05,5.34e-08
599,293,4.011e-05,5.858e-08
599,30,4.112e-05,5.555e-08
599,302,4.006e-05,5.49e-08
599,326,3.983e-05,6.008e-08
599,338,3.97e-05,5.481e-08
599,94,4.1e-05,6.737e-08
